taz,chargingPointType,numStalls,pricingModel,feeInCents,parkingType,reservedFor
1477,NoCharger,1000000,FlatFee,0.0,Commercial,
1478,NoCharger,1000000,FlatFee,0.0,Commercial,
1479,NoCharger,1000000,FlatFee,0.0,Commercial,
1480,NoCharger,1000000,FlatFee,0.0,Commercial,
1481,NoCharger,1000000,FlatFee,0.0,Commercial,
1482,NoCharger,1000000,FlatFee,0.0,Commercial,
1483,NoCharger,1000000,FlatFee,0.0,Commercial,
1484,NoCharger,1000000,FlatFee,0.0,Commercial,
1485,NoCharger,1000000,FlatFee,0.0,Commercial,
1486,NoCharger,1000000,FlatFee,0.0,Commercial,
1487,NoCharger,1000000,FlatFee,0.0,Commercial,
1488,NoCharger,1000000,FlatFee,0.0,Commercial,
1489,NoCharger,1000000,FlatFee,0.0,Commercial,
1490,NoCharger,1000000,FlatFee,0.0,Commercial,
1491,NoCharger,1000000,FlatFee,0.0,Commercial,
1492,NoCharger,1000000,FlatFee,0.0,Commercial,
1493,NoCharger,1000000,FlatFee,0.0,Commercial,
1494,NoCharger,1000000,FlatFee,0.0,Commercial,
1495,NoCharger,1000000,FlatFee,0.0,Commercial,
1496,NoCharger,1000000,FlatFee,0.0,Commercial,
1497,NoCharger,1000000,FlatFee,0.0,Commercial,
1498,NoCharger,1000000,FlatFee,0.0,Commercial,
1499,NoCharger,1000000,FlatFee,0.0,Commercial,
1500,NoCharger,1000000,FlatFee,0.0,Commercial,
1501,NoCharger,1000000,FlatFee,0.0,Commercial,
1502,NoCharger,1000000,FlatFee,0.0,Commercial,
1503,NoCharger,1000000,FlatFee,0.0,Commercial,
1504,NoCharger,1000000,FlatFee,0.0,Commercial,
1505,NoCharger,1000000,FlatFee,0.0,Commercial,
1506,NoCharger,1000000,FlatFee,0.0,Commercial,
1507,NoCharger,1000000,FlatFee,0.0,Commercial,
1508,NoCharger,1000000,FlatFee,0.0,Commercial,
1509,NoCharger,1000000,FlatFee,0.0,Commercial,
1510,NoCharger,1000000,FlatFee,0.0,Commercial,
1511,NoCharger,1000000,FlatFee,0.0,Commercial,
1512,NoCharger,1000000,FlatFee,0.0,Commercial,
1513,NoCharger,1000000,FlatFee,0.0,Commercial,
1514,NoCharger,1000000,FlatFee,0.0,Commercial,
1515,NoCharger,1000000,FlatFee,0.0,Commercial,
1516,NoCharger,1000000,FlatFee,0.0,Commercial,
1517,NoCharger,1000000,FlatFee,0.0,Commercial,
1518,NoCharger,1000000,FlatFee,0.0,Commercial,
1519,NoCharger,1000000,FlatFee,0.0,Commercial,
1520,NoCharger,1000000,FlatFee,0.0,Commercial,
1521,NoCharger,1000000,FlatFee,0.0,Commercial,
1522,NoCharger,1000000,FlatFee,0.0,Commercial,
1523,NoCharger,1000000,FlatFee,0.0,Commercial,
1524,NoCharger,1000000,FlatFee,0.0,Commercial,
1525,NoCharger,1000000,FlatFee,0.0,Commercial,
1526,NoCharger,1000000,FlatFee,0.0,Commercial,
1527,NoCharger,1000000,FlatFee,0.0,Commercial,
1528,NoCharger,1000000,FlatFee,0.0,Commercial,
1529,NoCharger,1000000,FlatFee,0.0,Commercial,
1530,NoCharger,1000000,FlatFee,0.0,Commercial,
1531,NoCharger,1000000,FlatFee,0.0,Commercial,
1532,NoCharger,1000000,FlatFee,0.0,Commercial,
1533,NoCharger,1000000,FlatFee,0.0,Commercial,
1534,NoCharger,1000000,FlatFee,0.0,Commercial,
1535,NoCharger,1000000,FlatFee,0.0,Commercial,
1536,NoCharger,1000000,FlatFee,0.0,Commercial,
1537,NoCharger,1000000,FlatFee,0.0,Commercial,
1538,NoCharger,1000000,FlatFee,0.0,Commercial,
1539,NoCharger,1000000,FlatFee,0.0,Commercial,
1540,NoCharger,1000000,FlatFee,0.0,Commercial,
1541,NoCharger,1000000,FlatFee,0.0,Commercial,
1542,NoCharger,1000000,FlatFee,0.0,Commercial,
1543,NoCharger,1000000,FlatFee,0.0,Commercial,
1544,NoCharger,1000000,FlatFee,0.0,Commercial,
1545,NoCharger,1000000,FlatFee,0.0,Commercial,
1546,NoCharger,1000000,FlatFee,0.0,Commercial,
1547,NoCharger,1000000,FlatFee,0.0,Commercial,
1548,NoCharger,1000000,FlatFee,0.0,Commercial,
1549,NoCharger,1000000,FlatFee,0.0,Commercial,
1550,NoCharger,1000000,FlatFee,0.0,Commercial,
1551,NoCharger,1000000,FlatFee,0.0,Commercial,
1552,NoCharger,1000000,FlatFee,0.0,Commercial,
1553,NoCharger,1000000,FlatFee,0.0,Commercial,
1554,NoCharger,1000000,FlatFee,0.0,Commercial,
1555,NoCharger,1000000,FlatFee,0.0,Commercial,
1556,NoCharger,1000000,FlatFee,0.0,Commercial,
1557,NoCharger,1000000,FlatFee,0.0,Commercial,
1558,NoCharger,1000000,FlatFee,0.0,Commercial,
1559,NoCharger,1000000,FlatFee,0.0,Commercial,
1560,NoCharger,1000000,FlatFee,0.0,Commercial,
1561,NoCharger,1000000,FlatFee,0.0,Commercial,
1562,NoCharger,1000000,FlatFee,0.0,Commercial,
1563,NoCharger,1000000,FlatFee,0.0,Commercial,
1564,NoCharger,1000000,FlatFee,0.0,Commercial,
1565,NoCharger,1000000,FlatFee,0.0,Commercial,
1566,NoCharger,1000000,FlatFee,0.0,Commercial,
1567,NoCharger,1000000,FlatFee,0.0,Commercial,
1568,NoCharger,1000000,FlatFee,0.0,Commercial,
1569,NoCharger,1000000,FlatFee,0.0,Commercial,
1570,NoCharger,1000000,FlatFee,0.0,Commercial,
1571,NoCharger,1000000,FlatFee,0.0,Commercial,
1572,NoCharger,1000000,FlatFee,0.0,Commercial,
1573,NoCharger,1000000,FlatFee,0.0,Commercial,
1574,NoCharger,1000000,FlatFee,0.0,Commercial,
1575,NoCharger,1000000,FlatFee,0.0,Commercial,
1576,NoCharger,1000000,FlatFee,0.0,Commercial,
1577,NoCharger,1000000,FlatFee,0.0,Commercial,
1578,NoCharger,1000000,FlatFee,0.0,Commercial,
1579,NoCharger,1000000,FlatFee,0.0,Commercial,
1580,NoCharger,1000000,FlatFee,0.0,Commercial,
1581,NoCharger,1000000,FlatFee,0.0,Commercial,
1582,NoCharger,1000000,FlatFee,0.0,Commercial,
1583,NoCharger,1000000,FlatFee,0.0,Commercial,
1584,NoCharger,1000000,FlatFee,0.0,Commercial,
1585,NoCharger,1000000,FlatFee,0.0,Commercial,
1586,NoCharger,1000000,FlatFee,0.0,Commercial,
1587,NoCharger,1000000,FlatFee,0.0,Commercial,
1588,NoCharger,1000000,FlatFee,0.0,Commercial,
1589,NoCharger,1000000,FlatFee,0.0,Commercial,
1590,NoCharger,1000000,FlatFee,0.0,Commercial,
1591,NoCharger,1000000,FlatFee,0.0,Commercial,
1592,NoCharger,1000000,FlatFee,0.0,Commercial,
1593,NoCharger,1000000,FlatFee,0.0,Commercial,
1594,NoCharger,1000000,FlatFee,0.0,Commercial,
1595,NoCharger,1000000,FlatFee,0.0,Commercial,
1596,NoCharger,1000000,FlatFee,0.0,Commercial,
1597,NoCharger,1000000,FlatFee,0.0,Commercial,
1598,NoCharger,1000000,FlatFee,0.0,Commercial,
1599,NoCharger,1000000,FlatFee,0.0,Commercial,
1600,NoCharger,1000000,FlatFee,0.0,Commercial,
1601,NoCharger,1000000,FlatFee,0.0,Commercial,
1602,NoCharger,1000000,FlatFee,0.0,Commercial,
1603,NoCharger,1000000,FlatFee,0.0,Commercial,
1604,NoCharger,1000000,FlatFee,0.0,Commercial,
1605,NoCharger,1000000,FlatFee,0.0,Commercial,
1606,NoCharger,1000000,FlatFee,0.0,Commercial,
1607,NoCharger,1000000,FlatFee,0.0,Commercial,
1608,NoCharger,1000000,FlatFee,0.0,Commercial,
1609,NoCharger,1000000,FlatFee,0.0,Commercial,
1610,NoCharger,1000000,FlatFee,0.0,Commercial,
1611,NoCharger,1000000,FlatFee,0.0,Commercial,
1612,NoCharger,1000000,FlatFee,0.0,Commercial,
1613,NoCharger,1000000,FlatFee,0.0,Commercial,
1614,NoCharger,1000000,FlatFee,0.0,Commercial,
1615,NoCharger,1000000,FlatFee,0.0,Commercial,
1616,NoCharger,1000000,FlatFee,0.0,Commercial,
1617,NoCharger,1000000,FlatFee,0.0,Commercial,
1618,NoCharger,1000000,FlatFee,0.0,Commercial,
1619,NoCharger,1000000,FlatFee,0.0,Commercial,
1620,NoCharger,1000000,FlatFee,0.0,Commercial,
1621,NoCharger,1000000,FlatFee,0.0,Commercial,
1622,NoCharger,1000000,FlatFee,0.0,Commercial,
1623,NoCharger,1000000,FlatFee,0.0,Commercial,
1624,NoCharger,1000000,FlatFee,0.0,Commercial,
1625,NoCharger,1000000,FlatFee,0.0,Commercial,
1626,NoCharger,1000000,FlatFee,0.0,Commercial,
1627,NoCharger,1000000,FlatFee,0.0,Commercial,
1628,NoCharger,1000000,FlatFee,0.0,Commercial,
1629,NoCharger,1000000,FlatFee,0.0,Commercial,
1630,NoCharger,1000000,FlatFee,0.0,Commercial,
1631,NoCharger,1000000,FlatFee,0.0,Commercial,
1632,NoCharger,1000000,FlatFee,0.0,Commercial,
1633,NoCharger,1000000,FlatFee,0.0,Commercial,
1634,NoCharger,1000000,FlatFee,0.0,Commercial,
1635,NoCharger,1000000,FlatFee,0.0,Commercial,
1636,NoCharger,1000000,FlatFee,0.0,Commercial,
1637,NoCharger,1000000,FlatFee,0.0,Commercial,
1638,NoCharger,1000000,FlatFee,0.0,Commercial,
1639,NoCharger,1000000,FlatFee,0.0,Commercial,
1640,NoCharger,1000000,FlatFee,0.0,Commercial,
1641,NoCharger,1000000,FlatFee,0.0,Commercial,
1642,NoCharger,1000000,FlatFee,0.0,Commercial,
1643,NoCharger,1000000,FlatFee,0.0,Commercial,
1644,NoCharger,1000000,FlatFee,0.0,Commercial,
1645,NoCharger,1000000,FlatFee,0.0,Commercial,
1646,NoCharger,1000000,FlatFee,0.0,Commercial,
1647,NoCharger,1000000,FlatFee,0.0,Commercial,
1648,NoCharger,1000000,FlatFee,0.0,Commercial,
1649,NoCharger,1000000,FlatFee,0.0,Commercial,
1650,NoCharger,1000000,FlatFee,0.0,Commercial,
1651,NoCharger,1000000,FlatFee,0.0,Commercial,
1652,NoCharger,1000000,FlatFee,0.0,Commercial,
1653,NoCharger,1000000,FlatFee,0.0,Commercial,
1654,NoCharger,1000000,FlatFee,0.0,Commercial,
1655,NoCharger,1000000,FlatFee,0.0,Commercial,
1656,NoCharger,1000000,FlatFee,0.0,Commercial,
1657,NoCharger,1000000,FlatFee,0.0,Commercial,
1658,NoCharger,1000000,FlatFee,0.0,Commercial,
1659,NoCharger,1000000,FlatFee,0.0,Commercial,
1660,NoCharger,1000000,FlatFee,0.0,Commercial,
1661,NoCharger,1000000,FlatFee,0.0,Commercial,
1662,NoCharger,1000000,FlatFee,0.0,Commercial,
1663,NoCharger,1000000,FlatFee,0.0,Commercial,
1664,NoCharger,1000000,FlatFee,0.0,Commercial,
1665,NoCharger,1000000,FlatFee,0.0,Commercial,
1666,NoCharger,1000000,FlatFee,0.0,Commercial,
1667,NoCharger,1000000,FlatFee,0.0,Commercial,
1668,NoCharger,1000000,FlatFee,0.0,Commercial,
1669,NoCharger,1000000,FlatFee,0.0,Commercial,
1670,NoCharger,1000000,FlatFee,0.0,Commercial,
1671,NoCharger,1000000,FlatFee,0.0,Commercial,
1672,NoCharger,1000000,FlatFee,0.0,Commercial,
1673,NoCharger,1000000,FlatFee,0.0,Commercial,
1674,NoCharger,1000000,FlatFee,0.0,Commercial,
1675,NoCharger,1000000,FlatFee,0.0,Commercial,
1676,NoCharger,1000000,FlatFee,0.0,Commercial,
1677,NoCharger,1000000,FlatFee,0.0,Commercial,
1678,NoCharger,1000000,FlatFee,0.0,Commercial,
1679,NoCharger,1000000,FlatFee,0.0,Commercial,
1680,NoCharger,1000000,FlatFee,0.0,Commercial,
1681,NoCharger,1000000,FlatFee,0.0,Commercial,
1682,NoCharger,1000000,FlatFee,0.0,Commercial,
1683,NoCharger,1000000,FlatFee,0.0,Commercial,
1684,NoCharger,1000000,FlatFee,0.0,Commercial,
1685,NoCharger,1000000,FlatFee,0.0,Commercial,
1686,NoCharger,1000000,FlatFee,0.0,Commercial,
1687,NoCharger,1000000,FlatFee,0.0,Commercial,
1688,NoCharger,1000000,FlatFee,0.0,Commercial,
1689,NoCharger,1000000,FlatFee,0.0,Commercial,
1690,NoCharger,1000000,FlatFee,0.0,Commercial,
1691,NoCharger,1000000,FlatFee,0.0,Commercial,
1692,NoCharger,1000000,FlatFee,0.0,Commercial,
1693,NoCharger,1000000,FlatFee,0.0,Commercial,
1694,NoCharger,1000000,FlatFee,0.0,Commercial,
1695,NoCharger,1000000,FlatFee,0.0,Commercial,
1696,NoCharger,1000000,FlatFee,0.0,Commercial,
1697,NoCharger,1000000,FlatFee,0.0,Commercial,
1698,NoCharger,1000000,FlatFee,0.0,Commercial,
1699,NoCharger,1000000,FlatFee,0.0,Commercial,
1700,NoCharger,1000000,FlatFee,0.0,Commercial,
1701,NoCharger,1000000,FlatFee,0.0,Commercial,
1702,NoCharger,1000000,FlatFee,0.0,Commercial,
1703,NoCharger,1000000,FlatFee,0.0,Commercial,
1704,NoCharger,1000000,FlatFee,0.0,Commercial,
1705,NoCharger,1000000,FlatFee,0.0,Commercial,
1706,NoCharger,1000000,FlatFee,0.0,Commercial,
1707,NoCharger,1000000,FlatFee,0.0,Commercial,
1708,NoCharger,1000000,FlatFee,0.0,Commercial,
1709,NoCharger,1000000,FlatFee,0.0,Commercial,
1710,NoCharger,1000000,FlatFee,0.0,Commercial,
1711,NoCharger,1000000,FlatFee,0.0,Commercial,
1712,NoCharger,1000000,FlatFee,0.0,Commercial,
1713,NoCharger,1000000,FlatFee,0.0,Commercial,
1714,NoCharger,1000000,FlatFee,0.0,Commercial,
1715,NoCharger,1000000,FlatFee,0.0,Commercial,
1716,NoCharger,1000000,FlatFee,0.0,Commercial,
1717,NoCharger,1000000,FlatFee,0.0,Commercial,
1718,NoCharger,1000000,FlatFee,0.0,Commercial,
1719,NoCharger,1000000,FlatFee,0.0,Commercial,
1720,NoCharger,1000000,FlatFee,0.0,Commercial,
1721,NoCharger,1000000,FlatFee,0.0,Commercial,
1722,NoCharger,1000000,FlatFee,0.0,Commercial,
1723,NoCharger,1000000,FlatFee,0.0,Commercial,
1724,NoCharger,1000000,FlatFee,0.0,Commercial,
1725,NoCharger,1000000,FlatFee,0.0,Commercial,
1726,NoCharger,1000000,FlatFee,0.0,Commercial,
1727,NoCharger,1000000,FlatFee,0.0,Commercial,
1728,NoCharger,1000000,FlatFee,0.0,Commercial,
1729,NoCharger,1000000,FlatFee,0.0,Commercial,
1730,NoCharger,1000000,FlatFee,0.0,Commercial,
1731,NoCharger,1000000,FlatFee,0.0,Commercial,
1732,NoCharger,1000000,FlatFee,0.0,Commercial,
1733,NoCharger,1000000,FlatFee,0.0,Commercial,
1734,NoCharger,1000000,FlatFee,0.0,Commercial,
1735,NoCharger,1000000,FlatFee,0.0,Commercial,
1736,NoCharger,1000000,FlatFee,0.0,Commercial,
1737,NoCharger,1000000,FlatFee,0.0,Commercial,
1738,NoCharger,1000000,FlatFee,0.0,Commercial,
1739,NoCharger,1000000,FlatFee,0.0,Commercial,
1740,NoCharger,1000000,FlatFee,0.0,Commercial,
1741,NoCharger,1000000,FlatFee,0.0,Commercial,
1742,NoCharger,1000000,FlatFee,0.0,Commercial,
1743,NoCharger,1000000,FlatFee,0.0,Commercial,
1744,NoCharger,1000000,FlatFee,0.0,Commercial,
1745,NoCharger,1000000,FlatFee,0.0,Commercial,
1746,NoCharger,1000000,FlatFee,0.0,Commercial,
1747,NoCharger,1000000,FlatFee,0.0,Commercial,
1748,NoCharger,1000000,FlatFee,0.0,Commercial,
1749,NoCharger,1000000,FlatFee,0.0,Commercial,
1750,NoCharger,1000000,FlatFee,0.0,Commercial,
1751,NoCharger,1000000,FlatFee,0.0,Commercial,
1752,NoCharger,1000000,FlatFee,0.0,Commercial,
1753,NoCharger,1000000,FlatFee,0.0,Commercial,
1754,NoCharger,1000000,FlatFee,0.0,Commercial,
1755,NoCharger,1000000,FlatFee,0.0,Commercial,
1756,NoCharger,1000000,FlatFee,0.0,Commercial,
1757,NoCharger,1000000,FlatFee,0.0,Commercial,
1758,NoCharger,1000000,FlatFee,0.0,Commercial,
1759,NoCharger,1000000,FlatFee,0.0,Commercial,
1760,NoCharger,1000000,FlatFee,0.0,Commercial,
1761,NoCharger,1000000,FlatFee,0.0,Commercial,
1762,NoCharger,1000000,FlatFee,0.0,Commercial,
1763,NoCharger,1000000,FlatFee,0.0,Commercial,
1764,NoCharger,1000000,FlatFee,0.0,Commercial,
1765,NoCharger,1000000,FlatFee,0.0,Commercial,
1766,NoCharger,1000000,FlatFee,0.0,Commercial,
1767,NoCharger,1000000,FlatFee,0.0,Commercial,
1768,NoCharger,1000000,FlatFee,0.0,Commercial,
1769,NoCharger,1000000,FlatFee,0.0,Commercial,
1770,NoCharger,1000000,FlatFee,0.0,Commercial,
1771,NoCharger,1000000,FlatFee,0.0,Commercial,
1772,NoCharger,1000000,FlatFee,0.0,Commercial,
1773,NoCharger,1000000,FlatFee,0.0,Commercial,
1774,NoCharger,1000000,FlatFee,0.0,Commercial,
1775,NoCharger,1000000,FlatFee,0.0,Commercial,
1776,NoCharger,1000000,FlatFee,0.0,Commercial,
1777,NoCharger,1000000,FlatFee,0.0,Commercial,
1778,NoCharger,1000000,FlatFee,0.0,Commercial,
1779,NoCharger,1000000,FlatFee,0.0,Commercial,
1780,NoCharger,1000000,FlatFee,0.0,Commercial,
1781,NoCharger,1000000,FlatFee,0.0,Commercial,
1782,NoCharger,1000000,FlatFee,0.0,Commercial,
1783,NoCharger,1000000,FlatFee,0.0,Commercial,
1784,NoCharger,1000000,FlatFee,0.0,Commercial,
1785,NoCharger,1000000,FlatFee,0.0,Commercial,
1786,NoCharger,1000000,FlatFee,0.0,Commercial,
1787,NoCharger,1000000,FlatFee,0.0,Commercial,
1788,NoCharger,1000000,FlatFee,0.0,Commercial,
1789,NoCharger,1000000,FlatFee,0.0,Commercial,
1790,NoCharger,1000000,FlatFee,0.0,Commercial,
1791,NoCharger,1000000,FlatFee,0.0,Commercial,
1792,NoCharger,1000000,FlatFee,0.0,Commercial,
1793,NoCharger,1000000,FlatFee,0.0,Commercial,
1794,NoCharger,1000000,FlatFee,0.0,Commercial,
1795,NoCharger,1000000,FlatFee,0.0,Commercial,
1796,NoCharger,1000000,FlatFee,0.0,Commercial,
1797,NoCharger,1000000,FlatFee,0.0,Commercial,
1798,NoCharger,1000000,FlatFee,0.0,Commercial,
1799,NoCharger,1000000,FlatFee,0.0,Commercial,
1800,NoCharger,1000000,FlatFee,0.0,Commercial,
1801,NoCharger,1000000,FlatFee,0.0,Commercial,
1802,NoCharger,1000000,FlatFee,0.0,Commercial,
1803,NoCharger,1000000,FlatFee,0.0,Commercial,
1804,NoCharger,1000000,FlatFee,0.0,Commercial,
1805,NoCharger,1000000,FlatFee,0.0,Commercial,
1806,NoCharger,1000000,FlatFee,0.0,Commercial,
1807,NoCharger,1000000,FlatFee,0.0,Commercial,
1808,NoCharger,1000000,FlatFee,0.0,Commercial,
1809,NoCharger,1000000,FlatFee,0.0,Commercial,
1810,NoCharger,1000000,FlatFee,0.0,Commercial,
1811,NoCharger,1000000,FlatFee,0.0,Commercial,
1812,NoCharger,1000000,FlatFee,0.0,Commercial,
1813,NoCharger,1000000,FlatFee,0.0,Commercial,
1814,NoCharger,1000000,FlatFee,0.0,Commercial,
1815,NoCharger,1000000,FlatFee,0.0,Commercial,
1816,NoCharger,1000000,FlatFee,0.0,Commercial,
1817,NoCharger,1000000,FlatFee,0.0,Commercial,
1818,NoCharger,1000000,FlatFee,0.0,Commercial,
1819,NoCharger,1000000,FlatFee,0.0,Commercial,
1820,NoCharger,1000000,FlatFee,0.0,Commercial,
1821,NoCharger,1000000,FlatFee,0.0,Commercial,
1822,NoCharger,1000000,FlatFee,0.0,Commercial,
1823,NoCharger,1000000,FlatFee,0.0,Commercial,
1824,NoCharger,1000000,FlatFee,0.0,Commercial,
1825,NoCharger,1000000,FlatFee,0.0,Commercial,
1826,NoCharger,1000000,FlatFee,0.0,Commercial,
1827,NoCharger,1000000,FlatFee,0.0,Commercial,
1828,NoCharger,1000000,FlatFee,0.0,Commercial,
1829,NoCharger,1000000,FlatFee,0.0,Commercial,
1830,NoCharger,1000000,FlatFee,0.0,Commercial,
1831,NoCharger,1000000,FlatFee,0.0,Commercial,
1832,NoCharger,1000000,FlatFee,0.0,Commercial,
1833,NoCharger,1000000,FlatFee,0.0,Commercial,
1834,NoCharger,1000000,FlatFee,0.0,Commercial,
1835,NoCharger,1000000,FlatFee,0.0,Commercial,
1836,NoCharger,1000000,FlatFee,0.0,Commercial,
1837,NoCharger,1000000,FlatFee,0.0,Commercial,
1838,NoCharger,1000000,FlatFee,0.0,Commercial,
1839,NoCharger,1000000,FlatFee,0.0,Commercial,
1840,NoCharger,1000000,FlatFee,0.0,Commercial,
1841,NoCharger,1000000,FlatFee,0.0,Commercial,
1842,NoCharger,1000000,FlatFee,0.0,Commercial,
1843,NoCharger,1000000,FlatFee,0.0,Commercial,
1844,NoCharger,1000000,FlatFee,0.0,Commercial,
1845,NoCharger,1000000,FlatFee,0.0,Commercial,
1846,NoCharger,1000000,FlatFee,0.0,Commercial,
1847,NoCharger,1000000,FlatFee,0.0,Commercial,
1848,NoCharger,1000000,FlatFee,0.0,Commercial,
1849,NoCharger,1000000,FlatFee,0.0,Commercial,
1850,NoCharger,1000000,FlatFee,0.0,Commercial,
1851,NoCharger,1000000,FlatFee,0.0,Commercial,
1852,NoCharger,1000000,FlatFee,0.0,Commercial,
1853,NoCharger,1000000,FlatFee,0.0,Commercial,
1854,NoCharger,1000000,FlatFee,0.0,Commercial,
1855,NoCharger,1000000,FlatFee,0.0,Commercial,
1856,NoCharger,1000000,FlatFee,0.0,Commercial,
1857,NoCharger,1000000,FlatFee,0.0,Commercial,
1858,NoCharger,1000000,FlatFee,0.0,Commercial,
1859,NoCharger,1000000,FlatFee,0.0,Commercial,
1860,NoCharger,1000000,FlatFee,0.0,Commercial,
1861,NoCharger,1000000,FlatFee,0.0,Commercial,
1862,NoCharger,1000000,FlatFee,0.0,Commercial,
1863,NoCharger,1000000,FlatFee,0.0,Commercial,
1864,NoCharger,1000000,FlatFee,0.0,Commercial,
1865,NoCharger,1000000,FlatFee,0.0,Commercial,
1866,NoCharger,1000000,FlatFee,0.0,Commercial,
1867,NoCharger,1000000,FlatFee,0.0,Commercial,
1868,NoCharger,1000000,FlatFee,0.0,Commercial,
1869,NoCharger,1000000,FlatFee,0.0,Commercial,
1870,NoCharger,1000000,FlatFee,0.0,Commercial,
1871,NoCharger,1000000,FlatFee,0.0,Commercial,
1872,NoCharger,1000000,FlatFee,0.0,Commercial,
1873,NoCharger,1000000,FlatFee,0.0,Commercial,
1874,NoCharger,1000000,FlatFee,0.0,Commercial,
1875,NoCharger,1000000,FlatFee,0.0,Commercial,
1876,NoCharger,1000000,FlatFee,0.0,Commercial,
1877,NoCharger,1000000,FlatFee,0.0,Commercial,
1878,NoCharger,1000000,FlatFee,0.0,Commercial,
1879,NoCharger,1000000,FlatFee,0.0,Commercial,
1880,NoCharger,1000000,FlatFee,0.0,Commercial,
1881,NoCharger,1000000,FlatFee,0.0,Commercial,
1882,NoCharger,1000000,FlatFee,0.0,Commercial,
1883,NoCharger,1000000,FlatFee,0.0,Commercial,
1884,NoCharger,1000000,FlatFee,0.0,Commercial,
1885,NoCharger,1000000,FlatFee,0.0,Commercial,
1886,NoCharger,1000000,FlatFee,0.0,Commercial,
1887,NoCharger,1000000,FlatFee,0.0,Commercial,
1888,NoCharger,1000000,FlatFee,0.0,Commercial,
1889,NoCharger,1000000,FlatFee,0.0,Commercial,
1890,NoCharger,1000000,FlatFee,0.0,Commercial,
1891,NoCharger,1000000,FlatFee,0.0,Commercial,
1892,NoCharger,1000000,FlatFee,0.0,Commercial,
1893,NoCharger,1000000,FlatFee,0.0,Commercial,
1894,NoCharger,1000000,FlatFee,0.0,Commercial,
1895,NoCharger,1000000,FlatFee,0.0,Commercial,
1896,NoCharger,1000000,FlatFee,0.0,Commercial,
1897,NoCharger,1000000,FlatFee,0.0,Commercial,
1898,NoCharger,1000000,FlatFee,0.0,Commercial,
1899,NoCharger,1000000,FlatFee,0.0,Commercial,
1900,NoCharger,1000000,FlatFee,0.0,Commercial,
1901,NoCharger,1000000,FlatFee,0.0,Commercial,
1902,NoCharger,1000000,FlatFee,0.0,Commercial,
1903,NoCharger,1000000,FlatFee,0.0,Commercial,
1904,NoCharger,1000000,FlatFee,0.0,Commercial,
1905,NoCharger,1000000,FlatFee,0.0,Commercial,
1906,NoCharger,1000000,FlatFee,0.0,Commercial,
1907,NoCharger,1000000,FlatFee,0.0,Commercial,
1908,NoCharger,1000000,FlatFee,0.0,Commercial,
1909,NoCharger,1000000,FlatFee,0.0,Commercial,
1910,NoCharger,1000000,FlatFee,0.0,Commercial,
1911,NoCharger,1000000,FlatFee,0.0,Commercial,
1912,NoCharger,1000000,FlatFee,0.0,Commercial,
1913,NoCharger,1000000,FlatFee,0.0,Commercial,
1914,NoCharger,1000000,FlatFee,0.0,Commercial,
1915,NoCharger,1000000,FlatFee,0.0,Commercial,
1916,NoCharger,1000000,FlatFee,0.0,Commercial,
1917,NoCharger,1000000,FlatFee,0.0,Commercial,
1918,NoCharger,1000000,FlatFee,0.0,Commercial,
1919,NoCharger,1000000,FlatFee,0.0,Commercial,
1920,NoCharger,1000000,FlatFee,0.0,Commercial,
1921,NoCharger,1000000,FlatFee,0.0,Commercial,
1922,NoCharger,1000000,FlatFee,0.0,Commercial,
1923,NoCharger,1000000,FlatFee,0.0,Commercial,
1924,NoCharger,1000000,FlatFee,0.0,Commercial,
1925,NoCharger,1000000,FlatFee,0.0,Commercial,
1926,NoCharger,1000000,FlatFee,0.0,Commercial,
1927,NoCharger,1000000,FlatFee,0.0,Commercial,
1928,NoCharger,1000000,FlatFee,0.0,Commercial,
1929,NoCharger,1000000,FlatFee,0.0,Commercial,
1930,NoCharger,1000000,FlatFee,0.0,Commercial,
1931,NoCharger,1000000,FlatFee,0.0,Commercial,
1932,NoCharger,1000000,FlatFee,0.0,Commercial,
1933,NoCharger,1000000,FlatFee,0.0,Commercial,
1934,NoCharger,1000000,FlatFee,0.0,Commercial,
1935,NoCharger,1000000,FlatFee,0.0,Commercial,
1936,NoCharger,1000000,FlatFee,0.0,Commercial,
1937,NoCharger,1000000,FlatFee,0.0,Commercial,
1938,NoCharger,1000000,FlatFee,0.0,Commercial,
1939,NoCharger,1000000,FlatFee,0.0,Commercial,
1940,NoCharger,1000000,FlatFee,0.0,Commercial,
1941,NoCharger,1000000,FlatFee,0.0,Commercial,
1942,NoCharger,1000000,FlatFee,0.0,Commercial,
1943,NoCharger,1000000,FlatFee,0.0,Commercial,
1944,NoCharger,1000000,FlatFee,0.0,Commercial,
1945,NoCharger,1000000,FlatFee,0.0,Commercial,
1946,NoCharger,1000000,FlatFee,0.0,Commercial,
1947,NoCharger,1000000,FlatFee,0.0,Commercial,
1948,NoCharger,1000000,FlatFee,0.0,Commercial,
1949,NoCharger,1000000,FlatFee,0.0,Commercial,
1950,NoCharger,1000000,FlatFee,0.0,Commercial,
1951,NoCharger,1000000,FlatFee,0.0,Commercial,
1952,NoCharger,1000000,FlatFee,0.0,Commercial,
1953,NoCharger,1000000,FlatFee,0.0,Commercial,
1954,NoCharger,1000000,FlatFee,0.0,Commercial,
1955,NoCharger,1000000,FlatFee,0.0,Commercial,
1956,NoCharger,1000000,FlatFee,0.0,Commercial,
1957,NoCharger,1000000,FlatFee,0.0,Commercial,
