taz,parkingType,chargingPointType,numStalls,pricingModel,feeInCents,reservedFor
1846,Workplace,Level2,2147483647,flatFee,0,
1846,Public,None,2147483647,flatFee,0,
1846,Public,Level2,2147483647,flatFee,0,
1846,Residential,None,2147483647,flatFee,0,
1846,Residential,Level2,2147483647,flatFee,0,
1847,Workplace,None,2147483647,flatFee,0,
1847,Workplace,Level2,2147483647,flatFee,0,
1847,Public,None,2147483647,flatFee,0,
1847,Public,Level2,2147483647,flatFee,0,
1847,Residential,None,2147483647,flatFee,0,
1847,Residential,Level2,2147483647,flatFee,0,
1848,Workplace,None,2147483647,flatFee,0,
1848,Workplace,Level2,2147483647,flatFee,0,
1848,Public,None,2147483647,flatFee,0,
1848,Public,Level2,2147483647,flatFee,0,
1848,Residential,None,2147483647,flatFee,0,
1848,Residential,Level2,2147483647,flatFee,0,
1849,Workplace,None,2147483647,flatFee,0,
1849,Workplace,Level2,2147483647,flatFee,0,
1849,Public,None,2147483647,flatFee,0,
1849,Public,Level2,2147483647,flatFee,0,
1849,Residential,None,2147483647,flatFee,0,
1849,Residential,Level2,2147483647,flatFee,0,
1850,Workplace,None,2147483647,flatFee,0,
1850,Workplace,Level2,2147483647,flatFee,0,
1850,Public,None,2147483647,flatFee,0,
1850,Public,Level2,2147483647,flatFee,0,
1850,Residential,None,2147483647,flatFee,0,
1850,Residential,Level2,2147483647,flatFee,0,
1851,Workplace,None,2147483647,flatFee,0,
1851,Workplace,Level2,2147483647,flatFee,0,
1851,Public,None,2147483647,flatFee,0,
1851,Public,Level2,2147483647,flatFee,0,
1851,Residential,None,2147483647,flatFee,0,
1851,Residential,Level2,2147483647,flatFee,0,
1852,Workplace,None,2147483647,flatFee,0,
1852,Workplace,Level2,2147483647,flatFee,0,
1852,Public,None,2147483647,flatFee,0,
1852,Public,Level2,2147483647,flatFee,0,
1852,Residential,None,2147483647,flatFee,0,
1852,Residential,Level2,2147483647,flatFee,0,
1853,Workplace,None,2147483647,flatFee,0,
1853,Workplace,Level2,2147483647,flatFee,0,
1853,Public,None,2147483647,flatFee,0,
1853,Public,Level2,2147483647,flatFee,0,
1853,Residential,None,2147483647,flatFee,0,
1853,Residential,Level2,2147483647,flatFee,0,
1854,Workplace,None,2147483647,flatFee,0,
1854,Workplace,Level2,2147483647,flatFee,0,
1854,Public,None,2147483647,flatFee,0,
1854,Public,Level2,2147483647,flatFee,0,
1854,Residential,None,2147483647,flatFee,0,
1854,Residential,Level2,2147483647,flatFee,0,
1855,Workplace,None,2147483647,flatFee,0,
1855,Workplace,Level2,2147483647,flatFee,0,
1855,Public,None,2147483647,flatFee,0,
1855,Public,Level2,2147483647,flatFee,0,
1855,Residential,None,2147483647,flatFee,0,
1855,Residential,Level2,2147483647,flatFee,0,
1856,Workplace,None,2147483647,flatFee,0,
1856,Workplace,Level2,2147483647,flatFee,0,
1856,Public,None,2147483647,flatFee,0,
1856,Public,Level2,2147483647,flatFee,0,
1856,Residential,None,2147483647,flatFee,0,
1856,Residential,Level2,2147483647,flatFee,0,
1857,Workplace,None,2147483647,flatFee,0,
1857,Workplace,Level2,2147483647,flatFee,0,
1857,Public,None,2147483647,flatFee,0,
1857,Public,Level2,2147483647,flatFee,0,
1857,Residential,None,2147483647,flatFee,0,
1857,Residential,Level2,2147483647,flatFee,0,
1858,Workplace,None,2147483647,flatFee,0,
1858,Workplace,Level2,2147483647,flatFee,0,
1858,Public,None,2147483647,flatFee,0,
1858,Public,Level2,2147483647,flatFee,0,
1858,Residential,None,2147483647,flatFee,0,
1858,Residential,Level2,2147483647,flatFee,0,
1859,Workplace,None,2147483647,flatFee,0,
1859,Workplace,Level2,2147483647,flatFee,0,
1859,Public,None,2147483647,flatFee,0,
1859,Public,Level2,2147483647,flatFee,0,
1859,Residential,None,2147483647,flatFee,0,
1859,Residential,Level2,2147483647,flatFee,0,
1860,Workplace,None,2147483647,flatFee,0,
1860,Workplace,Level2,2147483647,flatFee,0,
1860,Public,None,2147483647,flatFee,0,
1860,Public,Level2,2147483647,flatFee,0,
1860,Residential,None,2147483647,flatFee,0,
1860,Residential,Level2,2147483647,flatFee,0,
1861,Workplace,None,2147483647,flatFee,0,
1861,Workplace,Level2,2147483647,flatFee,0,
1861,Public,None,2147483647,flatFee,0,
1861,Public,Level2,2147483647,flatFee,0,
1861,Residential,None,2147483647,flatFee,0,
1861,Residential,Level2,2147483647,flatFee,0,
1862,Workplace,None,2147483647,flatFee,0,
1862,Workplace,Level2,2147483647,flatFee,0,
1862,Public,None,2147483647,flatFee,0,
1862,Public,Level2,2147483647,flatFee,0,
1862,Residential,None,2147483647,flatFee,0,
1862,Residential,Level2,2147483647,flatFee,0,
1863,Workplace,None,2147483647,flatFee,0,
1863,Workplace,Level2,2147483647,flatFee,0,
1863,Public,None,2147483647,flatFee,0,
1863,Public,Level2,2147483647,flatFee,0,
1863,Residential,None,2147483647,flatFee,0,
1863,Residential,Level2,2147483647,flatFee,0,
1864,Workplace,None,2147483647,flatFee,0,
1864,Workplace,Level2,2147483647,flatFee,0,
1864,Public,None,2147483647,flatFee,0,
1864,Public,Level2,2147483647,flatFee,0,
1864,Residential,None,2147483647,flatFee,0,
1864,Residential,Level2,2147483647,flatFee,0,
1865,Workplace,None,2147483647,flatFee,0,
1865,Workplace,Level2,2147483647,flatFee,0,
1865,Public,None,2147483647,flatFee,0,
1865,Public,Level2,2147483647,flatFee,0,
1865,Residential,None,2147483647,flatFee,0,
1865,Residential,Level2,2147483647,flatFee,0,
1866,Workplace,None,2147483647,flatFee,0,
1866,Workplace,Level2,2147483647,flatFee,0,
1866,Public,None,2147483647,flatFee,0,
1866,Public,Level2,2147483647,flatFee,0,
1866,Residential,None,2147483647,flatFee,0,
1866,Residential,Level2,2147483647,flatFee,0,
1867,Workplace,None,2147483647,flatFee,0,
1867,Workplace,Level2,2147483647,flatFee,0,
1867,Public,None,2147483647,flatFee,0,
1867,Public,Level2,2147483647,flatFee,0,
1867,Residential,None,2147483647,flatFee,0,
1867,Residential,Level2,2147483647,flatFee,0,
1868,Workplace,None,2147483647,flatFee,0,
1868,Workplace,Level2,2147483647,flatFee,0,
1868,Public,None,2147483647,flatFee,0,
1868,Public,Level2,2147483647,flatFee,0,
1868,Residential,None,2147483647,flatFee,0,
1868,Residential,Level2,2147483647,flatFee,0,
1869,Workplace,None,2147483647,flatFee,0,
1869,Workplace,Level2,2147483647,flatFee,0,
1869,Public,None,2147483647,flatFee,0,
1869,Public,Level2,2147483647,flatFee,0,
1869,Residential,None,2147483647,flatFee,0,
1869,Residential,Level2,2147483647,flatFee,0,
1870,Workplace,None,2147483647,flatFee,0,
1870,Workplace,Level2,2147483647,flatFee,0,
1870,Public,None,2147483647,flatFee,0,
1870,Public,Level2,2147483647,flatFee,0,
1870,Residential,None,2147483647,flatFee,0,
1870,Residential,Level2,2147483647,flatFee,0,
1871,Workplace,None,2147483647,flatFee,0,
1871,Workplace,Level2,2147483647,flatFee,0,
1871,Public,None,2147483647,flatFee,0,
1871,Public,Level2,2147483647,flatFee,0,
1871,Residential,None,2147483647,flatFee,0,
1871,Residential,Level2,2147483647,flatFee,0,
1872,Workplace,None,2147483647,flatFee,0,
1872,Workplace,Level2,2147483647,flatFee,0,
1872,Public,None,2147483647,flatFee,0,
1872,Public,Level2,2147483647,flatFee,0,
1872,Residential,None,2147483647,flatFee,0,
1872,Residential,Level2,2147483647,flatFee,0,
1873,Workplace,None,2147483647,flatFee,0,
1873,Workplace,Level2,2147483647,flatFee,0,
1873,Public,None,2147483647,flatFee,0,
1873,Public,Level2,2147483647,flatFee,0,
1873,Residential,None,2147483647,flatFee,0,
1873,Residential,Level2,2147483647,flatFee,0,
1874,Workplace,None,2147483647,flatFee,0,
1874,Workplace,Level2,2147483647,flatFee,0,
1874,Public,None,2147483647,flatFee,0,
1874,Public,Level2,2147483647,flatFee,0,
1874,Residential,None,2147483647,flatFee,0,
1874,Residential,Level2,2147483647,flatFee,0,
1875,Workplace,None,2147483647,flatFee,0,
1875,Workplace,Level2,2147483647,flatFee,0,
1875,Public,None,2147483647,flatFee,0,
1875,Public,Level2,2147483647,flatFee,0,
1875,Residential,None,2147483647,flatFee,0,
1875,Residential,Level2,2147483647,flatFee,0,
1876,Workplace,None,2147483647,flatFee,0,
1876,Workplace,Level2,2147483647,flatFee,0,
1876,Public,None,2147483647,flatFee,0,
1876,Public,Level2,2147483647,flatFee,0,
1876,Residential,None,2147483647,flatFee,0,
1876,Residential,Level2,2147483647,flatFee,0,
1877,Workplace,None,2147483647,flatFee,0,
1877,Workplace,Level2,2147483647,flatFee,0,
1877,Public,None,2147483647,flatFee,0,
1877,Public,Level2,2147483647,flatFee,0,
1877,Residential,None,2147483647,flatFee,0,
1877,Residential,Level2,2147483647,flatFee,0,
1878,Workplace,None,2147483647,flatFee,0,
1878,Workplace,Level2,2147483647,flatFee,0,
1878,Public,None,2147483647,flatFee,0,
1878,Public,Level2,2147483647,flatFee,0,
1878,Residential,None,2147483647,flatFee,0,
1878,Residential,Level2,2147483647,flatFee,0,
1879,Workplace,None,2147483647,flatFee,0,
1879,Workplace,Level2,2147483647,flatFee,0,
1879,Public,None,2147483647,flatFee,0,
1879,Public,Level2,2147483647,flatFee,0,
1879,Residential,None,2147483647,flatFee,0,
1879,Residential,Level2,2147483647,flatFee,0,
1880,Workplace,None,2147483647,flatFee,0,
1880,Workplace,Level2,2147483647,flatFee,0,
1880,Public,None,2147483647,flatFee,0,
1880,Public,Level2,2147483647,flatFee,0,
1880,Residential,None,2147483647,flatFee,0,
1880,Residential,Level2,2147483647,flatFee,0,
1881,Workplace,None,2147483647,flatFee,0,
1881,Workplace,Level2,2147483647,flatFee,0,
1881,Public,None,2147483647,flatFee,0,
1881,Public,Level2,2147483647,flatFee,0,
1881,Residential,None,2147483647,flatFee,0,
1881,Residential,Level2,2147483647,flatFee,0,
1882,Workplace,None,2147483647,flatFee,0,
1882,Workplace,Level2,2147483647,flatFee,0,
1882,Public,None,2147483647,flatFee,0,
1882,Public,Level2,2147483647,flatFee,0,
1882,Residential,None,2147483647,flatFee,0,
1882,Residential,Level2,2147483647,flatFee,0,
1883,Workplace,None,2147483647,flatFee,0,
1883,Workplace,Level2,2147483647,flatFee,0,
1883,Public,None,2147483647,flatFee,0,
1883,Public,Level2,2147483647,flatFee,0,
1883,Residential,None,2147483647,flatFee,0,
1883,Residential,Level2,2147483647,flatFee,0,
1884,Workplace,None,2147483647,flatFee,0,
1884,Workplace,Level2,2147483647,flatFee,0,
1884,Public,None,2147483647,flatFee,0,
1884,Public,Level2,2147483647,flatFee,0,
1884,Residential,None,2147483647,flatFee,0,
1884,Residential,Level2,2147483647,flatFee,0,
1885,Workplace,None,2147483647,flatFee,0,
1885,Workplace,Level2,2147483647,flatFee,0,
1885,Public,None,2147483647,flatFee,0,
1885,Public,Level2,2147483647,flatFee,0,
1885,Residential,None,2147483647,flatFee,0,
1885,Residential,Level2,2147483647,flatFee,0,
1886,Workplace,None,2147483647,flatFee,0,
1886,Workplace,Level2,2147483647,flatFee,0,
1886,Public,None,2147483647,flatFee,0,
1886,Public,Level2,2147483647,flatFee,0,
1886,Residential,None,2147483647,flatFee,0,
1886,Residential,Level2,2147483647,flatFee,0,
1887,Workplace,None,2147483647,flatFee,0,
1887,Workplace,Level2,2147483647,flatFee,0,
1887,Public,None,2147483647,flatFee,0,
1887,Public,Level2,2147483647,flatFee,0,
1887,Residential,None,2147483647,flatFee,0,
1887,Residential,Level2,2147483647,flatFee,0,
1888,Workplace,None,2147483647,flatFee,0,
1888,Workplace,Level2,2147483647,flatFee,0,
1888,Public,None,2147483647,flatFee,0,
1888,Public,Level2,2147483647,flatFee,0,
1888,Residential,None,2147483647,flatFee,0,
1888,Residential,Level2,2147483647,flatFee,0,
1889,Workplace,None,2147483647,flatFee,0,
1889,Workplace,Level2,2147483647,flatFee,0,
1889,Public,None,2147483647,flatFee,0,
1889,Public,Level2,2147483647,flatFee,0,
1889,Residential,None,2147483647,flatFee,0,
1889,Residential,Level2,2147483647,flatFee,0,
1890,Workplace,None,2147483647,flatFee,0,
1890,Workplace,Level2,2147483647,flatFee,0,
1890,Public,None,2147483647,flatFee,0,
1890,Public,Level2,2147483647,flatFee,0,
1890,Residential,None,2147483647,flatFee,0,
1890,Residential,Level2,2147483647,flatFee,0,
1891,Workplace,None,2147483647,flatFee,0,
1891,Workplace,Level2,2147483647,flatFee,0,
1891,Public,None,2147483647,flatFee,0,
1891,Public,Level2,2147483647,flatFee,0,
1891,Residential,None,2147483647,flatFee,0,
1891,Residential,Level2,2147483647,flatFee,0,
1892,Workplace,None,2147483647,flatFee,0,
1892,Workplace,Level2,2147483647,flatFee,0,
1892,Public,None,2147483647,flatFee,0,
1892,Public,Level2,2147483647,flatFee,0,
1892,Residential,None,2147483647,flatFee,0,
1892,Residential,Level2,2147483647,flatFee,0,
1893,Workplace,None,2147483647,flatFee,0,
1893,Workplace,Level2,2147483647,flatFee,0,
1893,Public,None,2147483647,flatFee,0,
1893,Public,Level2,2147483647,flatFee,0,
1893,Residential,None,2147483647,flatFee,0,
1893,Residential,Level2,2147483647,flatFee,0,
1894,Workplace,None,2147483647,flatFee,0,
1894,Workplace,Level2,2147483647,flatFee,0,
1894,Public,None,2147483647,flatFee,0,
1894,Public,Level2,2147483647,flatFee,0,
1894,Residential,None,2147483647,flatFee,0,
1894,Residential,Level2,2147483647,flatFee,0,
1895,Workplace,None,2147483647,flatFee,0,
1895,Workplace,Level2,2147483647,flatFee,0,
1895,Public,None,2147483647,flatFee,0,
1895,Public,Level2,2147483647,flatFee,0,
1895,Residential,None,2147483647,flatFee,0,
1895,Residential,Level2,2147483647,flatFee,0,
1896,Workplace,None,2147483647,flatFee,0,
1896,Workplace,Level2,2147483647,flatFee,0,
1896,Public,None,2147483647,flatFee,0,
1896,Public,Level2,2147483647,flatFee,0,
1896,Residential,None,2147483647,flatFee,0,
1896,Residential,Level2,2147483647,flatFee,0,
1897,Workplace,None,2147483647,flatFee,0,
1897,Workplace,Level2,2147483647,flatFee,0,
1897,Public,None,2147483647,flatFee,0,
1897,Public,Level2,2147483647,flatFee,0,
1897,Residential,None,2147483647,flatFee,0,
1897,Residential,Level2,2147483647,flatFee,0,
1898,Workplace,None,2147483647,flatFee,0,
1898,Workplace,Level2,2147483647,flatFee,0,
1898,Public,None,2147483647,flatFee,0,
1898,Public,Level2,2147483647,flatFee,0,
1898,Residential,None,2147483647,flatFee,0,
1898,Residential,Level2,2147483647,flatFee,0,
1899,Workplace,None,2147483647,flatFee,0,
1899,Workplace,Level2,2147483647,flatFee,0,
1899,Public,None,2147483647,flatFee,0,
1899,Public,Level2,2147483647,flatFee,0,
1899,Residential,None,2147483647,flatFee,0,
1899,Residential,Level2,2147483647,flatFee,0,
1900,Workplace,None,2147483647,flatFee,0,
1900,Workplace,Level2,2147483647,flatFee,0,
1900,Public,None,2147483647,flatFee,0,
1900,Public,Level2,2147483647,flatFee,0,
1900,Residential,None,2147483647,flatFee,0,
1900,Residential,Level2,2147483647,flatFee,0,
1901,Workplace,None,2147483647,flatFee,0,
1901,Workplace,Level2,2147483647,flatFee,0,
1901,Public,None,2147483647,flatFee,0,
1901,Public,Level2,2147483647,flatFee,0,
1901,Residential,None,2147483647,flatFee,0,
1901,Residential,Level2,2147483647,flatFee,0,
1902,Workplace,None,2147483647,flatFee,0,
1902,Workplace,Level2,2147483647,flatFee,0,
1902,Public,None,2147483647,flatFee,0,
1902,Public,Level2,2147483647,flatFee,0,
1902,Residential,None,2147483647,flatFee,0,
1902,Residential,Level2,2147483647,flatFee,0,
1903,Workplace,None,2147483647,flatFee,0,
1903,Workplace,Level2,2147483647,flatFee,0,
1903,Public,None,2147483647,flatFee,0,
1903,Public,Level2,2147483647,flatFee,0,
1903,Residential,None,2147483647,flatFee,0,
1903,Residential,Level2,2147483647,flatFee,0,
1904,Workplace,None,2147483647,flatFee,0,
1904,Workplace,Level2,2147483647,flatFee,0,
1904,Public,None,2147483647,flatFee,0,
1904,Public,Level2,2147483647,flatFee,0,
1904,Residential,None,2147483647,flatFee,0,
1904,Residential,Level2,2147483647,flatFee,0,
1905,Workplace,None,2147483647,flatFee,0,
1905,Workplace,Level2,2147483647,flatFee,0,
1905,Public,None,2147483647,flatFee,0,
1905,Public,Level2,2147483647,flatFee,0,
1905,Residential,None,2147483647,flatFee,0,
1905,Residential,Level2,2147483647,flatFee,0,
1906,Workplace,None,2147483647,flatFee,0,
1906,Workplace,Level2,2147483647,flatFee,0,
1906,Public,None,2147483647,flatFee,0,
1906,Public,Level2,2147483647,flatFee,0,
1906,Residential,None,2147483647,flatFee,0,
1906,Residential,Level2,2147483647,flatFee,0,
1907,Workplace,None,2147483647,flatFee,0,
1907,Workplace,Level2,2147483647,flatFee,0,
1907,Public,None,2147483647,flatFee,0,
1907,Public,Level2,2147483647,flatFee,0,
1907,Residential,None,2147483647,flatFee,0,
1907,Residential,Level2,2147483647,flatFee,0,
1908,Workplace,None,2147483647,flatFee,0,
1908,Workplace,Level2,2147483647,flatFee,0,
1908,Public,None,2147483647,flatFee,0,
1908,Public,Level2,2147483647,flatFee,0,
1908,Residential,None,2147483647,flatFee,0,
1908,Residential,Level2,2147483647,flatFee,0,
1909,Workplace,None,2147483647,flatFee,0,
1909,Workplace,Level2,2147483647,flatFee,0,
1909,Public,None,2147483647,flatFee,0,
1909,Public,Level2,2147483647,flatFee,0,
1909,Residential,None,2147483647,flatFee,0,
1909,Residential,Level2,2147483647,flatFee,0,
1910,Workplace,None,2147483647,flatFee,0,
1910,Workplace,Level2,2147483647,flatFee,0,
1910,Public,None,2147483647,flatFee,0,
1910,Public,Level2,2147483647,flatFee,0,
1910,Residential,None,2147483647,flatFee,0,
1910,Residential,Level2,2147483647,flatFee,0,
1911,Workplace,None,2147483647,flatFee,0,
1911,Workplace,Level2,2147483647,flatFee,0,
1911,Public,None,2147483647,flatFee,0,
1911,Public,Level2,2147483647,flatFee,0,
1911,Residential,None,2147483647,flatFee,0,
1911,Residential,Level2,2147483647,flatFee,0,
1912,Workplace,None,2147483647,flatFee,0,
1912,Workplace,Level2,2147483647,flatFee,0,
1912,Public,None,2147483647,flatFee,0,
1912,Public,Level2,2147483647,flatFee,0,
1912,Residential,None,2147483647,flatFee,0,
1912,Residential,Level2,2147483647,flatFee,0,
1913,Workplace,None,2147483647,flatFee,0,
1913,Workplace,Level2,2147483647,flatFee,0,
1913,Public,None,2147483647,flatFee,0,
1913,Public,Level2,2147483647,flatFee,0,
1913,Residential,None,2147483647,flatFee,0,
1913,Residential,Level2,2147483647,flatFee,0,
1914,Workplace,None,2147483647,flatFee,0,
1914,Workplace,Level2,2147483647,flatFee,0,
1914,Public,None,2147483647,flatFee,0,
1914,Public,Level2,2147483647,flatFee,0,
1914,Residential,None,2147483647,flatFee,0,
1914,Residential,Level2,2147483647,flatFee,0,
1915,Workplace,None,2147483647,flatFee,0,
1915,Workplace,Level2,2147483647,flatFee,0,
1915,Public,None,2147483647,flatFee,0,
1915,Public,Level2,2147483647,flatFee,0,
1915,Residential,None,2147483647,flatFee,0,
1915,Residential,Level2,2147483647,flatFee,0,
1916,Workplace,None,2147483647,flatFee,0,
1916,Workplace,Level2,2147483647,flatFee,0,
1916,Public,None,2147483647,flatFee,0,
1916,Public,Level2,2147483647,flatFee,0,
1916,Residential,None,2147483647,flatFee,0,
1916,Residential,Level2,2147483647,flatFee,0,
1917,Workplace,None,2147483647,flatFee,0,
1917,Workplace,Level2,2147483647,flatFee,0,
1917,Public,None,2147483647,flatFee,0,
1917,Public,Level2,2147483647,flatFee,0,
1917,Residential,None,2147483647,flatFee,0,
1917,Residential,Level2,2147483647,flatFee,0,
1918,Workplace,None,2147483647,flatFee,0,
1918,Workplace,Level2,2147483647,flatFee,0,
1918,Public,None,2147483647,flatFee,0,
1918,Public,Level2,2147483647,flatFee,0,
1918,Residential,None,2147483647,flatFee,0,
1918,Residential,Level2,2147483647,flatFee,0,
1919,Workplace,None,2147483647,flatFee,0,
1919,Workplace,Level2,2147483647,flatFee,0,
1919,Public,None,2147483647,flatFee,0,
1919,Public,Level2,2147483647,flatFee,0,
1919,Residential,None,2147483647,flatFee,0,
1919,Residential,Level2,2147483647,flatFee,0,
1920,Workplace,None,2147483647,flatFee,0,
1920,Workplace,Level2,2147483647,flatFee,0,
1920,Public,None,2147483647,flatFee,0,
1920,Public,Level2,2147483647,flatFee,0,
1920,Residential,None,2147483647,flatFee,0,
1920,Residential,Level2,2147483647,flatFee,0,
1921,Workplace,None,2147483647,flatFee,0,
1921,Workplace,Level2,2147483647,flatFee,0,
1921,Public,None,2147483647,flatFee,0,
1921,Public,Level2,2147483647,flatFee,0,
1921,Residential,None,2147483647,flatFee,0,
1921,Residential,Level2,2147483647,flatFee,0,
1922,Workplace,None,2147483647,flatFee,0,
1922,Workplace,Level2,2147483647,flatFee,0,
1922,Public,None,2147483647,flatFee,0,
1922,Public,Level2,2147483647,flatFee,0,
1922,Residential,None,2147483647,flatFee,0,
1922,Residential,Level2,2147483647,flatFee,0,
1923,Workplace,None,2147483647,flatFee,0,
1923,Workplace,Level2,2147483647,flatFee,0,
1923,Public,None,2147483647,flatFee,0,
1923,Public,Level2,2147483647,flatFee,0,
1923,Residential,None,2147483647,flatFee,0,
1923,Residential,Level2,2147483647,flatFee,0,
1924,Workplace,None,2147483647,flatFee,0,
1924,Workplace,Level2,2147483647,flatFee,0,
1924,Public,None,2147483647,flatFee,0,
1924,Public,Level2,2147483647,flatFee,0,
1924,Residential,None,2147483647,flatFee,0,
1924,Residential,Level2,2147483647,flatFee,0,
1925,Workplace,None,2147483647,flatFee,0,
1925,Workplace,Level2,2147483647,flatFee,0,
1925,Public,None,2147483647,flatFee,0,
1925,Public,Level2,2147483647,flatFee,0,
1925,Residential,None,2147483647,flatFee,0,
1925,Residential,Level2,2147483647,flatFee,0,
1926,Workplace,None,2147483647,flatFee,0,
1926,Workplace,Level2,2147483647,flatFee,0,
1926,Public,None,2147483647,flatFee,0,
1926,Public,Level2,2147483647,flatFee,0,
1926,Residential,None,2147483647,flatFee,0,
1926,Residential,Level2,2147483647,flatFee,0,
1927,Workplace,None,2147483647,flatFee,0,
1927,Workplace,Level2,2147483647,flatFee,0,
1927,Public,None,2147483647,flatFee,0,
1927,Public,Level2,2147483647,flatFee,0,
1927,Residential,None,2147483647,flatFee,0,
1927,Residential,Level2,2147483647,flatFee,0,
1928,Workplace,None,2147483647,flatFee,0,
1928,Workplace,Level2,2147483647,flatFee,0,
1928,Public,None,2147483647,flatFee,0,
1928,Public,Level2,2147483647,flatFee,0,
1928,Residential,None,2147483647,flatFee,0,
1928,Residential,Level2,2147483647,flatFee,0,
1929,Workplace,None,2147483647,flatFee,0,
1929,Workplace,Level2,2147483647,flatFee,0,
1929,Public,None,2147483647,flatFee,0,
1929,Public,Level2,2147483647,flatFee,0,
1929,Residential,None,2147483647,flatFee,0,
1929,Residential,Level2,2147483647,flatFee,0,
1930,Workplace,None,2147483647,flatFee,0,
1930,Workplace,Level2,2147483647,flatFee,0,
1930,Public,None,2147483647,flatFee,0,
1930,Public,Level2,2147483647,flatFee,0,
1930,Residential,None,2147483647,flatFee,0,
1930,Residential,Level2,2147483647,flatFee,0,
1931,Workplace,None,2147483647,flatFee,0,
1931,Workplace,Level2,2147483647,flatFee,0,
1931,Public,None,2147483647,flatFee,0,
1931,Public,Level2,2147483647,flatFee,0,
1931,Residential,None,2147483647,flatFee,0,
1931,Residential,Level2,2147483647,flatFee,0,
1932,Workplace,None,2147483647,flatFee,0,
1932,Workplace,Level2,2147483647,flatFee,0,
1932,Public,None,2147483647,flatFee,0,
1932,Public,Level2,2147483647,flatFee,0,
1932,Residential,None,2147483647,flatFee,0,
1932,Residential,Level2,2147483647,flatFee,0,
1933,Workplace,None,2147483647,flatFee,0,
1933,Workplace,Level2,2147483647,flatFee,0,
1933,Public,None,2147483647,flatFee,0,
1933,Public,Level2,2147483647,flatFee,0,
1933,Residential,None,2147483647,flatFee,0,
1933,Residential,Level2,2147483647,flatFee,0,
1934,Workplace,None,2147483647,flatFee,0,
1934,Workplace,Level2,2147483647,flatFee,0,
1934,Public,None,2147483647,flatFee,0,
1934,Public,Level2,2147483647,flatFee,0,
1934,Residential,None,2147483647,flatFee,0,
1934,Residential,Level2,2147483647,flatFee,0,
1935,Workplace,None,2147483647,flatFee,0,
1935,Workplace,Level2,2147483647,flatFee,0,
1935,Public,None,2147483647,flatFee,0,
1935,Public,Level2,2147483647,flatFee,0,
1935,Residential,None,2147483647,flatFee,0,
1935,Residential,Level2,2147483647,flatFee,0,
1936,Workplace,None,2147483647,flatFee,0,
1936,Workplace,Level2,2147483647,flatFee,0,
1936,Public,None,2147483647,flatFee,0,
1936,Public,Level2,2147483647,flatFee,0,
1936,Residential,None,2147483647,flatFee,0,
1936,Residential,Level2,2147483647,flatFee,0,
1937,Workplace,None,2147483647,flatFee,0,
1937,Workplace,Level2,2147483647,flatFee,0,
1937,Public,None,2147483647,flatFee,0,
1937,Public,Level2,2147483647,flatFee,0,
1937,Residential,None,2147483647,flatFee,0,
1937,Residential,Level2,2147483647,flatFee,0,
1938,Workplace,None,2147483647,flatFee,0,
1938,Workplace,Level2,2147483647,flatFee,0,
1938,Public,None,2147483647,flatFee,0,
1938,Public,Level2,2147483647,flatFee,0,
1938,Residential,None,2147483647,flatFee,0,
1938,Residential,Level2,2147483647,flatFee,0,
1939,Workplace,None,2147483647,flatFee,0,
1939,Workplace,Level2,2147483647,flatFee,0,
1939,Public,None,2147483647,flatFee,0,
1939,Public,Level2,2147483647,flatFee,0,
1939,Residential,None,2147483647,flatFee,0,
1939,Residential,Level2,2147483647,flatFee,0,
1940,Workplace,None,2147483647,flatFee,0,
1940,Workplace,Level2,2147483647,flatFee,0,
1940,Public,None,2147483647,flatFee,0,
1940,Public,Level2,2147483647,flatFee,0,
1940,Residential,None,2147483647,flatFee,0,
1940,Residential,Level2,2147483647,flatFee,0,
1941,Workplace,None,2147483647,flatFee,0,
1941,Workplace,Level2,2147483647,flatFee,0,
1941,Public,None,2147483647,flatFee,0,
1941,Public,Level2,2147483647,flatFee,0,
1941,Residential,None,2147483647,flatFee,0,
1941,Residential,Level2,2147483647,flatFee,0,
1942,Workplace,None,2147483647,flatFee,0,
1942,Workplace,Level2,2147483647,flatFee,0,
1942,Public,None,2147483647,flatFee,0,
1942,Public,Level2,2147483647,flatFee,0,
1942,Residential,None,2147483647,flatFee,0,
1942,Residential,Level2,2147483647,flatFee,0,
1943,Workplace,None,2147483647,flatFee,0,
1943,Workplace,Level2,2147483647,flatFee,0,
1943,Public,None,2147483647,flatFee,0,
1943,Public,Level2,2147483647,flatFee,0,
1943,Residential,None,2147483647,flatFee,0,
1943,Residential,Level2,2147483647,flatFee,0,
1944,Workplace,None,2147483647,flatFee,0,
1944,Workplace,Level2,2147483647,flatFee,0,
1944,Public,None,2147483647,flatFee,0,
1944,Public,Level2,2147483647,flatFee,0,
1944,Residential,None,2147483647,flatFee,0,
1944,Residential,Level2,2147483647,flatFee,0,
1945,Workplace,None,2147483647,flatFee,0,
1945,Workplace,Level2,2147483647,flatFee,0,
1945,Public,None,2147483647,flatFee,0,
1945,Public,Level2,2147483647,flatFee,0,
1945,Residential,None,2147483647,flatFee,0,
1945,Residential,Level2,2147483647,flatFee,0,
1946,Workplace,None,2147483647,flatFee,0,
1946,Workplace,Level2,2147483647,flatFee,0,
1946,Public,None,2147483647,flatFee,0,
1946,Public,Level2,2147483647,flatFee,0,
1946,Residential,None,2147483647,flatFee,0,
1946,Residential,Level2,2147483647,flatFee,0,
1947,Workplace,None,2147483647,flatFee,0,
